*Vertices 643
*Arcs
1	441
1	474
1	590
2	127
2	143
2	251
2	255
2	284
2	296
2	592
3	79
3	440
3	493
4	446
7	353
8	105
8	630
10	252
11	497
11	563
12	276
12	462
13	49
14	17
14	91
14	100
14	253
16	333
16	401
16	538
16	627
17	14
17	49
17	91
17	100
17	253
17	278
19	79
20	77
20	113
22	612
22	619
25	125
25	358
25	624
26	264
26	283
26	386
26	436
28	157
28	237
28	455
28	518
29	40
29	74
29	192
29	206
29	208
29	212
29	333
29	390
29	394
29	401
29	538
29	551
29	570
29	598
30	367
32	168
32	339
32	501
33	112
33	250
33	281
35	191
35	329
36	287
38	66
38	82
38	303
38	385
38	418
38	439
39	116
39	209
39	243
40	29
40	74
40	192
40	206
40	208
40	212
40	333
40	390
40	538
40	551
40	570
40	598
41	114
41	428
41	435
43	355
43	390
43	401
43	538
43	565
44	573
46	111
47	62
47	156
47	497
47	627
48	601
49	13
49	17
50	294
51	126
52	222
52	227
52	330
52	581
55	88
55	147
55	262
55	295
55	314
55	377
55	513
55	577
55	632
56	256
56	598
57	133
57	384
57	502
58	155
59	139
60	231
60	248
60	267
60	404
61	92
61	379
61	608
62	47
62	400
62	575
62	627
63	157
63	448
63	493
63	628
64	357
65	305
65	402
66	38
66	187
66	303
66	418
66	580
66	617
67	420
67	481
68	239
68	514
68	518
69	103
69	158
70	571
71	408
72	366
73	100
73	253
73	302
73	348
73	356
73	464
74	29
74	40
74	192
74	206
74	208
74	212
74	333
74	390
74	401
74	538
74	551
74	570
74	598
75	103
75	503
75	578
77	20
77	446
77	462
78	321
78	516
79	3
79	19
79	223
79	443
79	543
81	495
81	600
82	38
82	139
82	358
82	532
83	302
83	359
83	435
83	509
83	537
83	579
84	495
84	498
86	155
87	337
88	55
88	228
88	262
88	295
88	377
88	513
88	522
88	632
89	126
89	539
90	474
91	14
91	17
91	100
91	153
91	184
91	253
91	362
91	555
91	604
92	61
92	210
92	608
93	176
93	235
93	318
95	236
96	110
96	175
96	360
96	364
97	422
97	595
98	239
99	293
99	476
99	565
100	14
100	17
100	73
100	91
100	105
100	168
100	253
100	369
101	201
102	159
102	214
102	259
102	307
103	69
103	75
103	161
103	169
103	568
105	8
105	100
105	408
106	252
106	351
108	464
108	568
109	178
109	378
109	465
110	96
110	175
110	393
111	46
112	33
112	629
113	20
113	152
113	397
113	620
114	41
114	428
116	39
116	209
116	243
116	428
116	456
118	318
118	341
118	554
119	231
119	611
119	629
120	200
120	264
120	324
120	383
122	394
122	399
124	147
124	519
125	25
126	51
126	89
126	295
126	427
126	539
127	2
127	251
127	255
127	284
127	296
127	301
127	592
128	412
128	422
131	443
131	456
132	142
132	337
132	428
133	57
133	291
133	331
133	533
134	160
134	175
135	183
135	360
135	602
136	172
138	544
138	550
139	59
139	82
139	310
139	318
141	344
141	449
142	132
142	217
143	2
143	284
143	592
144	166
145	191
145	389
147	55
147	124
147	228
147	295
147	369
147	377
147	513
147	577
147	632
148	211
148	225
148	271
148	400
149	247
149	423
149	496
151	399
151	447
152	113
153	91
153	184
153	214
153	393
155	58
155	86
155	534
155	643
156	47
156	317
156	376
156	385
156	460
156	497
157	28
157	63
157	237
158	69
158	330
159	102
159	259
160	134
161	103
161	169
164	386
166	144
166	445
168	32
168	100
169	103
169	161
169	216
170	382
171	200
172	136
172	553
172	574
172	576
172	585
173	185
174	309
174	457
174	535
174	550
175	96
175	110
175	134
175	425
175	444
175	589
176	93
176	274
176	282
176	630
177	269
177	462
177	578
178	109
178	315
179	356
179	565
181	313
182	526
183	135
183	245
183	501
184	91
184	153
184	214
184	421
184	581
185	173
186	467
187	66
187	303
187	418
187	439
187	527
187	580
187	610
187	617
189	247
189	251
189	252
189	284
189	296
189	592
190	197
190	578
191	35
191	145
191	273
191	389
192	29
192	40
192	74
192	206
192	208
192	212
192	390
192	538
192	551
192	570
192	598
193	271
193	280
193	326
196	589
197	190
197	242
199	633
200	120
200	171
200	205
200	351
201	101
201	395
201	500
201	514
201	605
202	445
203	367
203	459
204	510
205	200
205	367
205	407
205	637
206	29
206	40
206	74
206	192
206	208
206	333
206	390
206	401
206	551
206	570
206	598
207	327
207	417
208	29
208	40
208	74
208	192
208	206
208	212
208	333
208	390
208	401
208	538
208	551
208	570
208	598
209	39
209	116
209	243
210	92
211	148
211	362
211	400
211	607
211	624
212	29
212	40
212	74
212	192
212	208
212	333
212	390
212	538
212	551
212	570
212	598
213	584
214	102
214	153
214	184
215	341
216	169
217	142
218	299
219	239
220	586
222	52
222	330
222	514
223	79
223	543
223	564
225	148
225	400
225	482
227	52
228	88
228	147
228	262
228	295
228	377
228	513
228	560
228	577
228	632
231	60
231	119
231	381
231	599
232	254
232	272
232	560
235	93
235	318
236	95
236	263
237	28
237	157
238	494
238	539
238	557
238	609
239	68
239	98
239	219
239	514
242	197
243	39
243	116
243	209
243	508
244	281
245	183
245	399
247	149
247	189
247	259
247	423
248	60
248	267
248	291
248	368
249	545
250	33
250	443
250	524
251	2
251	127
251	189
251	284
251	296
251	301
251	499
251	592
252	10
252	106
252	189
253	14
253	17
253	73
253	91
253	100
253	302
253	362
254	232
254	583
254	606
254	621
255	2
255	127
255	324
255	469
256	56
256	305
256	511
257	566
258	434
259	102
259	159
259	247
260	330
261	586
262	55
262	88
262	228
262	295
262	369
262	377
262	513
262	560
262	577
262	632
263	236
264	26
264	120
264	383
264	630
266	380
266	631
267	60
267	248
267	404
267	619
269	177
269	588
271	148
271	193
271	339
272	232
272	560
272	642
273	191
274	176
276	12
276	547
277	393
277	487
278	17
280	193
280	326
280	375
281	33
281	244
281	399
282	176
282	392
282	590
282	630
283	26
283	434
283	490
283	516
284	2
284	127
284	143
284	189
284	251
284	296
284	301
284	592
285	573
286	315
286	339
286	437
287	36
287	439
288	358
288	625
291	133
291	248
292	338
292	409
293	99
293	393
293	613
294	50
294	379
295	55
295	88
295	126
295	147
295	228
295	262
295	377
295	513
295	577
295	632
296	2
296	127
296	189
296	251
296	284
296	301
297	298
297	420
297	492
298	297
298	322
298	518
298	643
299	218
299	303
300	316
300	387
301	127
301	251
301	284
301	296
301	499
301	592
302	73
302	83
302	253
302	345
302	348
302	362
302	371
302	537
303	38
303	66
303	187
303	299
303	418
303	439
303	527
303	580
303	610
303	617
304	552
305	65
305	256
305	511
306	531
307	102
308	353
309	174
309	457
309	550
310	139
310	347
310	478
311	436
312	505
313	181
313	481
314	55
314	372
315	178
315	286
315	339
315	437
315	606
316	300
317	156
317	460
317	497
318	93
318	118
318	139
318	235
321	78
321	447
321	490
321	596
322	298
322	549
322	571
322	584
322	643
323	334
323	625
324	120
324	255
324	417
326	193
326	280
326	345
326	393
326	549
327	207
328	370
328	532
328	542
328	631
329	35
330	52
330	158
330	222
330	260
331	133
331	427
331	559
332	550
333	16
333	29
333	40
333	74
333	206
333	208
333	212
333	390
333	401
333	538
333	551
333	570
333	640
334	323
334	460
334	468
337	87
337	132
337	398
338	292
338	409
338	412
338	587
339	32
339	271
339	286
339	315
339	501
341	118
341	215
344	141
345	302
345	326
347	310
347	566
348	73
348	302
348	371
349	358
349	453
349	530
350	623
351	106
351	200
353	7
353	308
355	43
355	401
355	538
356	73
356	179
356	453
357	64
358	25
358	82
358	288
358	349
358	450
358	597
359	83
359	544
359	557
359	579
360	96
360	135
360	450
361	463
361	467
362	91
362	211
362	253
362	302
364	96
366	72
366	626
367	30
367	203
367	205
367	438
368	248
369	100
369	147
369	262
369	513
369	560
369	577
369	632
370	328
370	419
370	427
371	302
371	348
371	519
372	314
373	406
375	280
376	156
376	462
377	55
377	88
377	147
377	228
377	262
377	295
377	513
377	560
377	577
377	632
378	109
379	61
379	294
379	396
380	266
380	585
381	231
381	447
382	170
382	449
383	120
383	264
384	57
384	416
385	38
385	156
385	526
386	26
386	164
387	300
388	607
389	145
389	191
389	567
389	608
390	29
390	40
390	43
390	74
390	192
390	206
390	208
390	212
390	333
390	401
390	538
390	551
390	570
390	598
392	282
393	110
393	153
393	277
393	293
393	326
393	487
393	520
394	29
394	122
395	201
395	465
395	502
396	379
396	566
397	113
397	558
397	598
398	337
398	508
398	583
399	122
399	151
399	245
399	281
399	447
399	472
399	534
400	62
400	148
400	211
400	225
400	439
400	627
401	16
401	29
401	43
401	74
401	206
401	208
401	333
401	355
401	390
401	538
401	598
402	65
403	443
403	622
404	60
404	267
404	533
404	545
404	602
405	612
406	373
406	494
407	205
407	614
408	71
408	105
408	534
409	292
409	338
409	412
409	603
409	624
412	128
412	338
412	409
412	422
413	636
415	432
415	461
415	593
416	384
416	501
416	539
417	207
417	324
417	629
418	38
418	66
418	187
418	303
418	439
418	470
418	501
418	617
419	370
420	67
420	297
420	481
421	184
421	449
421	458
422	97
422	128
422	412
423	149
423	247
423	496
425	175
427	126
427	331
427	370
428	41
428	114
428	116
428	132
430	490
431	447
431	454
431	469
431	640
432	415
432	593
434	258
434	283
434	641
435	41
435	83
436	26
436	311
436	459
436	525
437	286
437	315
438	367
439	38
439	187
439	287
439	303
439	400
439	418
439	527
439	571
439	617
440	3
440	474
440	493
441	1
443	79
443	131
443	250
443	403
443	609
444	175
445	166
445	202
446	4
446	77
446	522
447	151
447	321
447	381
447	399
447	431
447	469
447	640
448	63
448	493
448	635
449	141
449	382
449	421
449	628
450	358
450	360
450	524
453	349
453	356
453	620
454	431
454	487
454	640
455	28
455	518
456	116
456	131
457	174
457	309
457	523
457	535
457	550
458	421
458	499
459	203
459	436
460	156
460	317
460	334
461	415
461	521
462	12
462	77
462	177
462	376
463	361
463	467
463	479
463	613
464	73
464	108
465	109
465	395
466	503
466	518
466	635
467	186
467	361
467	463
468	334
468	603
469	255
469	431
469	447
470	418
470	574
471	619
472	399
472	534
474	1
474	90
474	440
474	590
475	524
476	99
478	310
479	463
481	67
481	313
481	420
482	225
484	588
487	277
487	393
487	454
487	640
489	576
490	283
490	321
490	430
490	596
490	610
490	640
492	297
493	3
493	63
493	440
493	448
494	238
494	406
494	543
495	81
495	84
496	149
496	423
497	11
497	47
497	156
497	317
498	84
499	251
499	301
499	458
500	201
500	516
501	32
501	183
501	339
501	416
501	418
502	57
502	395
503	75
503	466
505	312
508	243
508	398
509	83
509	579
510	204
511	256
511	305
512	534
513	55
513	88
513	147
513	228
513	262
513	295
513	369
513	377
513	560
513	577
513	632
514	68
514	201
514	222
514	239
514	562
515	568
516	78
516	283
516	500
518	28
518	68
518	298
518	455
518	466
519	124
519	371
520	393
521	461
522	88
522	446
523	457
524	250
524	450
524	475
525	436
526	182
526	385
527	187
527	303
527	439
527	580
527	610
527	617
530	349
530	588
531	306
532	82
532	328
532	631
533	133
533	404
534	155
534	399
534	408
534	472
534	512
534	639
535	174
535	457
537	83
537	302
538	16
538	29
538	40
538	43
538	74
538	192
538	208
538	212
538	333
538	355
538	390
538	401
538	551
538	570
539	89
539	126
539	238
539	416
539	557
541	545
542	328
543	79
543	223
543	494
543	610
544	138
544	359
544	557
545	249
545	404
545	541
545	556
546	584
547	276
547	605
549	322
549	326
550	138
550	174
550	309
550	332
550	457
551	29
551	40
551	74
551	192
551	206
551	208
551	212
551	333
551	390
551	538
551	570
551	598
552	304
553	172
553	574
554	118
555	91
556	545
557	238
557	359
557	539
557	544
557	579
558	397
559	331
559	572
559	621
560	228
560	232
560	262
560	272
560	369
560	377
560	513
560	632
562	514
563	11
564	223
565	43
565	99
565	179
566	257
566	347
566	396
567	389
568	103
568	108
568	515
570	29
570	40
570	74
570	192
570	206
570	208
570	212
570	333
570	390
570	538
570	551
570	598
571	70
571	322
571	439
572	559
573	44
573	285
574	172
574	470
574	553
575	62
575	601
575	627
576	172
576	489
577	55
577	147
577	228
577	262
577	295
577	369
577	377
577	513
577	632
578	75
578	177
578	190
579	83
579	359
579	509
